NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE	
HPSE	HPSE	HPSE	heparanase	0.26446024	
PRCP	PRCP	PRCP	prolylcarboxypeptidase (angiotensinase C)	0.26445666	
DIAPH1	DIAPH1	DIAPH1	diaphanous homolog 1 (Drosophila)	0.26444194	
B9D2	B9D2	null	null	0.26437527	
MKNK1	MKNK1	MKNK1	MAP kinase interacting serine/threonine kinase 1	0.26406127	
NFATC2	NFATC2	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	0.26391712	
NRL	NRL	NRL	neural retina leucine zipper	0.26374373	
SETD7	SETD7	SETD7	SET domain containing (lysine methyltransferase) 7	0.26335594	
CA11	CA11	CA11	carbonic anhydrase XI	0.26317242	
LL0XNC01-7P3.1	LL0XNC01-7P3.1	null	null	0.26313737	
RPS6KB2	RPS6KB2	RPS6KB2	ribosomal protein S6 kinase, 70kDa, polypeptide 2	0.26303372	
C11orf30	C11orf30	C11ORF30	chromosome 11 open reading frame 30	0.2629118	
BMS1P5	BMS1P5	null	null	0.26280704	
PC	PC	PC	pyruvate carboxylase	0.262801	
CRTC2	CRTC2	CRTC2	CREB regulated transcription coactivator 2	0.2627021	
ANGPTL2	ANGPTL2	ANGPTL2	angiopoietin-like 2	0.26264754	
PRR22	PRR22	null	null	0.26223904	
RXRA	RXRA	RXRA	retinoid X receptor, alpha	0.26209357	
EXOC1	EXOC1	EXOC1	exocyst complex component 1	0.26208404	
RP11-120B7.1	RP11-120B7.1	null	null	0.2620554	
TGFB1	TGFB1	TGFB1	transforming growth factor, beta 1 (Camurati-Engelmann disease)	0.26203334	
CXCL16	CXCL16	CXCL16	chemokine (C-X-C motif) ligand 16	0.2613981	
PIKFYVE	PIKFYVE	null	null	0.26135412	
PI4KAP2	PI4KAP2	null	null	0.2611799	
UBE2J1	UBE2J1	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	0.2611724	
ARL15	ARL15	ARL15	ADP-ribosylation factor-like 15	0.26117006	
RECQL5	RECQL5	RECQL5	RecQ protein-like 5	0.26116318	
PARP14	PARP14	PARP14	poly (ADP-ribose) polymerase family, member 14	0.26112223	
WASH2P	WASH2P	null	null	0.26107466	
RP3-412A9.16	RP3-412A9.16	null	null	0.2610162	
FBXL8	FBXL8	FBXL8	F-box and leucine-rich repeat protein 8	0.26094928	
SDR39U1	SDR39U1	null	null	0.260946	
SYVN1	SYVN1	SYVN1	synovial apoptosis inhibitor 1, synoviolin	0.26082724	
ZNF280B	ZNF280B	null	null	0.26073202	
RPLP2	RPLP2	RPLP2	ribosomal protein, large, P2	0.26062143	
ARHGEF3	ARHGEF3	ARHGEF3	Rho guanine nucleotide exchange factor (GEF) 3	0.2603643	
EXOSC10	EXOSC10	EXOSC10	exosome component 10	0.26027077	
EIF4EBP3	EIF4EBP3	EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3	0.26012766	
GOLGA1	GOLGA1	GOLGA1	golgi autoantigen, golgin subfamily a, 1	0.2600297	
FAU	FAU	FAU	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30	0.2600229	
KAL1	KAL1	KAL1	Kallmann syndrome 1 sequence	0.25984907	
CD8A	CD8A	CD8A	CD8a molecule	0.25979757	
ZNF32	ZNF32	ZNF32	zinc finger protein 32	0.25969735	
ZNF318	ZNF318	ZNF318	zinc finger protein 318	0.2596566	
TRNAU1AP	TRNAU1AP	null	null	0.25963217	
ARPC3	ARPC3	ARPC3	actin related protein 2/3 complex, subunit 3, 21kDa	0.2595894	
HLA-DRB1	HLA-DRB1	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	0.25958765	
DHX38	DHX38	DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	0.2595302	
NCOA4	NCOA4	NCOA4	nuclear receptor coactivator 4	0.2594701	
SPCS2P4	SPCS2P4	null	null	0.25945863	
ZNF839	ZNF839	null	null	0.25936836	
BCR	BCR	BCR	breakpoint cluster region	0.25936213	
PPAP2A	PPAP2A	PPAP2A	phosphatidic acid phosphatase type 2A	0.25925326	
ATRAID	ATRAID	null	null	0.25922033	
TNXA	TNXA	TNXA	tenascin XA pseudogene	0.2591189	
BSCL2	BSCL2	BSCL2	Bernardinelli-Seip congenital lipodystrophy 2 (seipin)	0.25866976	
FBLN5	FBLN5	FBLN5	fibulin 5	0.25857642	
RAB43	RAB43	RAB43	RAB43, member RAS oncogene family	0.25842515	
MROH6	MROH6	null	null	0.25834736	
CLIP4	CLIP4	null	null	0.25833902	
RSF1	RSF1	RSF1	remodeling and spacing factor 1	0.25821105	
CMTM8	CMTM8	CMTM8	CKLF-like MARVEL transmembrane domain containing 8	0.25819555	
STARD5	STARD5	STARD5	START domain containing 5	0.2581797	
ACTL10	ACTL10	null	null	0.25816414	
ELAC1	ELAC1	ELAC1	elaC homolog 1 (E. coli)	0.25813895	
GTF3C2	GTF3C2	GTF3C2	general transcription factor IIIC, polypeptide 2, beta 110kDa	0.25801823	
CD97	CD97	CD97	CD97 molecule	0.25777164	
RAB33B	RAB33B	RAB33B	RAB33B, member RAS oncogene family	0.25767565	
TLR6	TLR6	TLR6	toll-like receptor 6	0.25756764	
ITGB3	ITGB3	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	0.25732186	
NCOA1	NCOA1	NCOA1	nuclear receptor coactivator 1	0.2572996	
TTC31	TTC31	TTC31	tetratricopeptide repeat domain 31	0.25725004	
RP11-686O6.2	RP11-686O6.2	null	null	0.25717172	
ZNF487	ZNF487	ZNF487	zinc finger protein 487	0.25712955	
PCDHGA10	PCDHGA10	PCDHGA10	protocadherin gamma subfamily A, 10	0.2570808	
PLXDC2	PLXDC2	PLXDC2	plexin domain containing 2	0.2569896	
CYP4V2	CYP4V2	CYP4V2	cytochrome P450, family 4, subfamily V, polypeptide 2	0.25698233	
CCNL1	CCNL1	CCNL1	cyclin L1	0.25697085	
ITGA9	ITGA9	ITGA9	integrin, alpha 9	0.25685444	
HERPUD1	HERPUD1	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	0.25681835	
RP5-968P14.2	RP5-968P14.2	null	null	0.25660166	
CTD-2576F9.1	CTD-2576F9.1	null	null	0.2563536	
LOXL4	LOXL4	LOXL4	lysyl oxidase-like 4	0.25633502	
MXRA5	MXRA5	MXRA5	matrix-remodelling associated 5	0.25633287	
CDC42	CDC42	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	0.25619477	
BRAT1	BRAT1	null	null	0.2560996	
AC068580.6	AC068580.6	null	null	0.2560095	
ANAPC15	ANAPC15	null	null	0.2560032	
MLLT6	MLLT6	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	0.2559297	
PTPRE	PTPRE	PTPRE	protein tyrosine phosphatase, receptor type, E	0.25575584	
MFSD9	MFSD9	null	null	0.25561875	
BLOC1S1	BLOC1S1	BLOC1S1	biogenesis of lysosome-related organelles complex-1, subunit 1	0.25560457	
TAF1C	TAF1C	TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa	0.25548726	
LRRC37A2	LRRC37A2	null	null	0.25542727	
SMCHD1	SMCHD1	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	0.25523204	
RHPN1	RHPN1	RHPN1	rhophilin, Rho GTPase binding protein 1	0.2551595	
ANKRD12	ANKRD12	ANKRD12	ankyrin repeat domain 12	0.25515014	
IKBKG	IKBKG	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	0.25511447	
RBM42	RBM42	null	null	0.25510368	
SLC45A3	SLC45A3	SLC45A3	solute carrier family 45, member 3	0.25498703	
RP13-1032I1.7	RP13-1032I1.7	null	null	0.25483277	
GPATCH3	GPATCH3	null	null	0.2548079	
BCL3	BCL3	BCL3	B-cell CLL/lymphoma 3	0.25479406	
TBC1D10A	TBC1D10A	TBC1D10A	TBC1 domain family, member 10A	0.25477362	
R3HDM4	R3HDM4	null	null	0.2547404	
TRAPPC9	TRAPPC9	null	null	0.25472662	
ABHD17AP4	ABHD17AP4	null	null	0.25469702	
GPR160	GPR160	GPR160	G protein-coupled receptor 160	0.2543336	
MOAP1	MOAP1	MOAP1	modulator of apoptosis 1	0.25430351	
NEU3	NEU3	NEU3	sialidase 3 (membrane sialidase)	0.25425172	
FAM46B	FAM46B	FAM46B	family with sequence similarity 46, member B	0.25414526	
PER3	PER3	PER3	period homolog 3 (Drosophila)	0.25413197	
PQLC2	PQLC2	PQLC2	PQ loop repeat containing 2	0.25410733	
MEIS3P2	MEIS3P2	MEIS3P2	Meis1 homolog 3 (mouse) pseudogene 2	0.25403085	
AC005253.4	AC005253.4	null	null	0.2539664	
KDM4C	KDM4C	null	null	0.25365257	
AP001816.1	AP001816.1	null	null	0.25347146	
GSTZ1	GSTZ1	GSTZ1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	0.25325593	
FOXN2	FOXN2	FOXN2	forkhead box N2	0.25315586	
INTS1	INTS1	INTS1	integrator complex subunit 1	0.2529947	
PHLPP2	PHLPP2	null	null	0.2529666	
CPT1A	CPT1A	CPT1A	carnitine palmitoyltransferase 1A (liver)	0.25291738	
UNKL	UNKL	UNKL	unkempt-like (Drosophila)	0.2526476	
ZC3H12B	ZC3H12B	ZC3H12B	zinc finger CCCH-type containing 12B	0.25214708	
PARK7	PARK7	PARK7	Parkinson disease (autosomal recessive, early onset) 7	0.25213328	
ZSCAN16-AS1	ZSCAN16-AS1	null	null	0.25204226	
RPS6KA3	RPS6KA3	RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	0.25199908	
IGHMBP2	IGHMBP2	IGHMBP2	immunoglobulin mu binding protein 2	0.25185362	
COPS5	COPS5	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	0.25185114	
CHMP1A	CHMP1A	null	null	0.25169492	
C4orf3	C4orf3	null	null	0.2516311	
RBBP6	RBBP6	RBBP6	retinoblastoma binding protein 6	0.25145307	
RP11-137H2.6	RP11-137H2.6	null	null	0.25087982	
RFX5	RFX5	RFX5	regulatory factor X, 5 (influences HLA class II expression)	0.25081727	
ATRX	ATRX	ATRX	alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)	0.2508073	
ATP5E	ATP5E	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	0.2506443	
RPL18AP3	RPL18AP3	RPL18AP3	ribosomal protein L18a pseudogene 3	0.25022987	
RP11-422P24.11	RP11-422P24.11	null	null	0.25018683	
MAP3K10	MAP3K10	MAP3K10	mitogen-activated protein kinase kinase kinase 10	0.25008762	
ARID4B	ARID4B	ARID4B	AT rich interactive domain 4B (RBP1- like)	0.25007468	
TANGO6	TANGO6	null	null	0.24995132	
NDUFV3	NDUFV3	NDUFV3	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	0.24978544	
RP4-583P15.15	RP4-583P15.15	null	null	0.24949282	
WNK1	WNK1	WNK1	WNK lysine deficient protein kinase 1	0.24937463	
CDK3	CDK3	CDK3	cyclin-dependent kinase 3	0.2493442	
MYCBP2	MYCBP2	MYCBP2	MYC binding protein 2	0.24915956	
RHOT2	RHOT2	RHOT2	ras homolog gene family, member T2	0.24900055	
LSM10	LSM10	LSM10	LSM10, U7 small nuclear RNA associated	0.24882343	
CTSD	CTSD	CTSD	cathepsin D (lysosomal aspartyl peptidase)	0.24879721	
ANAPC16	ANAPC16	null	null	0.2487948	
NAGLU	NAGLU	NAGLU	N-acetylglucosaminidase, alpha- (Sanfilippo disease IIIB)	0.24875109	
OLFML3	OLFML3	OLFML3	olfactomedin-like 3	0.24848713	
RGS10	RGS10	RGS10	regulator of G-protein signalling 10	0.2483713	
RP11-67L2.2	RP11-67L2.2	null	null	0.24823192	
OSTF1	OSTF1	OSTF1	osteoclast stimulating factor 1	0.24796428	
GCH1	GCH1	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia)	0.24795008	
U91328.19	U91328.19	null	null	0.24759649	
ING2	ING2	ING2	inhibitor of growth family, member 2	0.24740613	
NICN1-AS1	NICN1-AS1	null	null	0.2472698	
CAMK2G	CAMK2G	CAMK2G	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma	0.24722633	
FOSB	FOSB	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	0.24718206	
RP11-97O12.6	RP11-97O12.6	null	null	0.24701041	
PPM1B	PPM1B	PPM1B	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	0.24684766	
RP11-545E17.3	RP11-545E17.3	null	null	0.24675617	
LXN	LXN	LXN	latexin	0.24673128	
LSM14A	LSM14A	LSM14A	LSM14 homolog A (SCD6, S. cerevisiae)	0.24652483	
S100PBP	S100PBP	S100PBP	S100P binding protein	0.24649847	
ATP1B1	ATP1B1	ATP1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	0.24637358	
ZNF580	ZNF580	ZNF580	zinc finger protein 580	0.24634394	
TPGS1	TPGS1	null	null	0.24627283	
TUBGCP6	TUBGCP6	TUBGCP6	tubulin, gamma complex associated protein 6	0.24619347	
RP11-178G16.4	RP11-178G16.4	null	null	0.24609087	
COL1A2	COL1A2	COL1A2	collagen, type I, alpha 2	0.24584639	
ZNF251	ZNF251	ZNF251	zinc finger protein 251	0.24572706	
DGAT1	DGAT1	DGAT1	diacylglycerol O-acyltransferase homolog 1 (mouse)	0.24562317	
RAB3IL1	RAB3IL1	RAB3IL1	RAB3A interacting protein (rabin3)-like 1	0.24548268	
ADAT3	ADAT3	null	null	0.24536553	
RP11-248J18.3	RP11-248J18.3	null	null	0.24528316	
GPX7	GPX7	GPX7	glutathione peroxidase 7	0.24515988	
MAX	MAX	MAX	MYC associated factor X	0.24489397	
ERV3-1	ERV3-1	null	null	0.24488461	
KIAA0930	KIAA0930	null	null	0.24473348	
ZNF83	ZNF83	ZNF83	zinc finger protein 83	0.24443392	
CRY2	CRY2	CRY2	cryptochrome 2 (photolyase-like)	0.24438003	
POLD3	POLD3	POLD3	polymerase (DNA-directed), delta 3, accessory subunit	0.24433649	
FNBP4	FNBP4	FNBP4	formin binding protein 4	0.24422081	
APBA3	APBA3	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2)	0.24410707	
ANKRD36	ANKRD36	ANKRD36	ankyrin repeat domain 36	0.24401833	
FAM50B	FAM50B	FAM50B	family with sequence similarity 50, member B	0.2438343	
CDC42SE1	CDC42SE1	CDC42SE1	CDC42 small effector 1	0.24381602	
RAB11FIP1	RAB11FIP1	RAB11FIP1	RAB11 family interacting protein 1 (class I)	0.24377467	
CCND1	CCND1	CCND1	cyclin D1	0.24375285	
ZMIZ2	ZMIZ2	null	null	0.2436066	
ABHD14A	ABHD14A	ABHD14A	abhydrolase domain containing 14A	0.2434326	
TEC	TEC	TEC	tec protein tyrosine kinase	0.24338375	
CTB-43P18.1	CTB-43P18.1	null	null	0.243379	
PAN3-AS1	PAN3-AS1	null	null	0.24317521	
MST1	MST1	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)	0.2431616	
RCE1	RCE1	RCE1	RCE1 homolog, prenyl protein peptidase (S. cerevisiae)	0.24310759	
TMEM229B	TMEM229B	null	null	0.24308528	
TMEM219	TMEM219	null	null	0.24300489	
RASSF2	RASSF2	RASSF2	Ras association (RalGDS/AF-6) domain family 2	0.24285986	
HLA-C	HLA-C	HLA-C	major histocompatibility complex, class I, C	0.24281707	
MSX1	MSX1	MSX1	msh homeobox homolog 1 (Drosophila)	0.24280766	
AC107983.4	AC107983.4	null	null	0.24276496	
DOCK9	DOCK9	DOCK9	dedicator of cytokinesis 9	0.24224949	
RP11-220I1.1	RP11-220I1.1	null	null	0.24223754	
BIN1	BIN1	BIN1	bridging integrator 1	0.24182788	
CCNL2	CCNL2	CCNL2	cyclin L2	0.24158926	
NT5C	NT5C	NT5C	5', 3'-nucleotidase, cytosolic	0.24158515	
MTG1	MTG1	MTG1	mitochondrial GTPase 1 homolog (S. cerevisiae)	0.24153548	
RP11-96D1.11	RP11-96D1.11	null	null	0.24125914	
SULT1A1	SULT1A1	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	0.24124436	
CTTN	CTTN	CTTN	cortactin	0.24065702	
NDOR1	NDOR1	NDOR1	NADPH dependent diflavin oxidoreductase 1	0.24060756	
GBP3	GBP3	GBP3	guanylate binding protein 3	0.24045078	
UBL7-AS1	UBL7-AS1	null	null	0.24040434	
NAGPA	NAGPA	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	0.24038629	
CSGALNACT1	CSGALNACT1	null	null	0.24018154	
CAMKK2	CAMKK2	CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	0.24016158	
FAM228B	FAM228B	null	null	0.23971198	
RNASEH2B	RNASEH2B	RNASEH2B	ribonuclease H2, subunit B	0.23958589	
ST3GAL2	ST3GAL2	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	0.2395223	
RP11-514P8.6	RP11-514P8.6	null	null	0.23931067	
HCG25	HCG25	HCG25	HLA complex group 25	0.23907638	
AMN1	AMN1	null	null	0.23902446	
RGS16	RGS16	RGS16	regulator of G-protein signalling 16	0.23874053	
MAN1B1	MAN1B1	MAN1B1	mannosidase, alpha, class 1B, member 1	0.23872362	
CPSF1	CPSF1	CPSF1	cleavage and polyadenylation specific factor 1, 160kDa	0.23871315	
ATP9A	ATP9A	ATP9A	ATPase, Class II, type 9A	0.23871055	
APBB1	APBB1	APBB1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	0.23870225	
SLC38A1	SLC38A1	SLC38A1	solute carrier family 38, member 1	0.23852019	
ING4	ING4	ING4	inhibitor of growth family, member 4	0.23840562	
PREB	PREB	PREB	prolactin regulatory element binding	0.23827508	
TIMM50	TIMM50	TIMM50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	0.23821554	
ADPGK	ADPGK	ADPGK	ADP-dependent glucokinase	0.23801857	
DGCR6L	DGCR6L	DGCR6L	DiGeorge syndrome critical region gene 6-like	0.2379096	
ELK3	ELK3	ELK3	ELK3, ETS-domain protein (SRF accessory protein 2)	0.2379043	
BTG2	BTG2	BTG2	BTG family, member 2	0.23782055	
TMCO6	TMCO6	TMCO6	transmembrane and coiled-coil domains 6	0.23761842	
RP11-46D6.1	RP11-46D6.1	null	null	0.23741311	
SMIM10	SMIM10	null	null	0.23741281	
SNX8	SNX8	SNX8	sorting nexin 8	0.237234	
RP11-360L9.8	RP11-360L9.8	null	null	0.23721361	
SPTBN1	SPTBN1	SPTBN1	spectrin, beta, non-erythrocytic 1	0.2372102	
VPS51	VPS51	null	null	0.23713787	
SSTR2	SSTR2	SSTR2	somatostatin receptor 2	0.23679599	
CTNNBL1	CTNNBL1	CTNNBL1	catenin, beta like 1	0.23677635	
RNASE4	RNASE4	RNASE4	ribonuclease, RNase A family, 4	0.23677048	
AGL	AGL	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)	0.23653789	
ENGASE	ENGASE	null	null	0.23623057	
TSR2	TSR2	TSR2	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)	0.23616336	
GDF15	GDF15	GDF15	growth differentiation factor 15	0.23610733	
ZNF414	ZNF414	ZNF414	zinc finger protein 414	0.2357095	
HERC2P3	HERC2P3	HERC2P3	hect domain and RLD 2 pseudogene 3	0.23567182	
ANKRD36C	ANKRD36C	null	null	0.23550163	
SAFB2	SAFB2	SAFB2	scaffold attachment factor B2	0.23547415	
SYNE1	SYNE1	SYNE1	spectrin repeat containing, nuclear envelope 1	0.23524112	
EDRF1	EDRF1	null	null	0.2352366	
GPX4	GPX4	GPX4	glutathione peroxidase 4 (phospholipid hydroperoxidase)	0.23516929	
C6orf3	C6orf3	C6ORF3	chromosome 6 open reading frame 3	0.23509575	
LRP3	LRP3	LRP3	low density lipoprotein receptor-related protein 3	0.23501572	
RP11-458F8.4	RP11-458F8.4	null	null	0.23500249	
EHD2	EHD2	EHD2	EH-domain containing 2	0.23489742	
HIGD2A	HIGD2A	HIGD2A	HIG1 domain family, member 2A	0.2347474	
KDM2B	KDM2B	null	null	0.23472698	
DYRK1B	DYRK1B	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	0.23457778	
PKD1P5	PKD1P5	PKD1P5	polycystic kidney disease 1 (autosomal dominant) pseudogene 5	0.23449723	
FAM53A	FAM53A	FAM53A	family with sequence similarity 53, member A	0.23437823	
AC005944.2	AC005944.2	null	null	0.23429069	
ZNF585A	ZNF585A	ZNF585A	zinc finger protein 585A	0.23423836	
CLDN15	CLDN15	CLDN15	claudin 15	0.23411326	
CDC42P5	CDC42P5	null	null	0.23409845	
RPS28	RPS28	RPS28	ribosomal protein S28	0.23406205	
TDRD3	TDRD3	TDRD3	tudor domain containing 3	0.23400044	
ABCC1	ABCC1	ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	0.23399997	
TET2	TET2	null	null	0.23395583	
C9orf37	C9orf37	C9ORF37	chromosome 9 open reading frame 37	0.23386012	
RPS16	RPS16	RPS16	ribosomal protein S16	0.23381002	
PCMTD2	PCMTD2	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	0.233576	
ARHGAP11B	ARHGAP11B	ARHGAP11B	Rho GTPase activating protein 11B	0.23357272	
RP11-73M18.10	RP11-73M18.10	null	null	0.23354618	
FAM213B	FAM213B	null	null	0.23344983	
BCL6	BCL6	BCL6	B-cell CLL/lymphoma 6 (zinc finger protein 51)	0.23310153	
PPP6R3	PPP6R3	null	null	0.23308703	
WDR13	WDR13	WDR13	WD repeat domain 13	0.23282927	
FAM110A	FAM110A	null	null	0.232825	
KCP	KCP	null	null	0.23257332	
CCDC101	CCDC101	CCDC101	coiled-coil domain containing 101	0.23251732	
SRRM2	SRRM2	SRRM2	serine/arginine repetitive matrix 2	0.23249546	
RP11-635N19.1	RP11-635N19.1	null	null	0.23239724	
PFKL	PFKL	PFKL	phosphofructokinase, liver	0.23222911	
SNN	SNN	SNN	stannin	0.23222166	
RPS3	RPS3	RPS3	ribosomal protein S3	0.23212828	
GATS	GATS	GATS	-	0.231984	
APAF1	APAF1	APAF1	apoptotic peptidase activating factor	0.23191354	
CPNE1	CPNE1	CPNE1	copine I	0.23190032	
STOM	STOM	STOM	stomatin	0.23183037	
NXF1	NXF1	NXF1	nuclear RNA export factor 1	0.23179772	
SMAD6	SMAD6	SMAD6	SMAD, mothers against DPP homolog 6 (Drosophila)	0.23169847	
FAM73B	FAM73B	FAM73B	family with sequence similarity 73, member B	0.23145568	
SMEK1	SMEK1	SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)	0.23145562	
CIB1	CIB1	CIB1	calcium and integrin binding 1 (calmyrin)	0.23134975	
NID1	NID1	NID1	nidogen 1	0.2313387	
SPAG7	SPAG7	SPAG7	sperm associated antigen 7	0.2312772	
ROMO1	ROMO1	null	null	0.23124841	
HMGN2	HMGN2	HMGN2	high-mobility group nucleosomal binding domain 2	0.23113145	
KANSL1-AS1	KANSL1-AS1	null	null	0.23102537	
NEDD9	NEDD9	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	0.23097888	
IGFBP3	IGFBP3	IGFBP3	insulin-like growth factor binding protein 3	0.23090865	
RP11-473M20.14	RP11-473M20.14	null	null	0.23054501	
RP11-83A24.2	RP11-83A24.2	null	null	0.23054177	
KXD1	KXD1	null	null	0.23053125	
IGHG3	IGHG3	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker)	0.2304439	
CTBP1	CTBP1	CTBP1	C-terminal binding protein 1	0.23039885	
ISYNA1	ISYNA1	ISYNA1	-	0.2301273	
IRAK3	IRAK3	IRAK3	interleukin-1 receptor-associated kinase 3	0.23008178	
KIF21B	KIF21B	KIF21B	kinesin family member 21B	0.23007262	
DDX24	DDX24	DDX24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	0.22981763	
DDX5	DDX5	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	0.22980537	
CITED2	CITED2	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	0.22977191	
MGEA5	MGEA5	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	0.22968735	
CEPT1	CEPT1	CEPT1	choline/ethanolamine phosphotransferase 1	0.22961883	
TFPT	TFPT	TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	0.22959197	
EID2	EID2	EID2	EP300 interacting inhibitor of differentiation 2	0.22954409	
OGFOD2	OGFOD2	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain containing 2	0.22937007	
PCDHGA9	PCDHGA9	PCDHGA9	protocadherin gamma subfamily A, 9	0.22933026	
TBCD	TBCD	TBCD	tubulin-specific chaperone d	0.2293042	
CLDN23	CLDN23	CLDN23	claudin 23	0.22918671	
PLD3	PLD3	PLD3	phospholipase D family, member 3	0.22915894	
RP11-61J19.4	RP11-61J19.4	null	null	0.22900118	
ISOC2	ISOC2	ISOC2	isochorismatase domain containing 2	0.22895858	
DDX39A	DDX39A	null	null	0.22892699	
ZNF658	ZNF658	ZNF658	zinc finger protein 658	0.22857913	
AC135178.1	AC135178.1	null	null	0.22855657	
PRKRIRP7	PRKRIRP7	null	null	0.2285495	
SH3BGRL	SH3BGRL	SH3BGRL	SH3 domain binding glutamic acid-rich protein like	0.22816032	
MRPL28	MRPL28	MRPL28	mitochondrial ribosomal protein L28	0.22811617	
COMT	COMT	COMT	catechol-O-methyltransferase	0.22811525	
CHCHD10	CHCHD10	null	null	0.22802015	
PDK4	PDK4	PDK4	pyruvate dehydrogenase kinase, isozyme 4	0.22799677	
TMEM214	TMEM214	null	null	0.22794029	
BCYRN1	BCYRN1	BCYRN1	brain cytoplasmic RNA 1, Bc1 analog (mouse)	0.22777413	
ZXDA	ZXDA	ZXDA	zinc finger, X-linked, duplicated A	0.22770761	
TSPAN18	TSPAN18	TSPAN18	tetraspanin 18	0.22768909	
PRADC1	PRADC1	null	null	0.22761995	
CCDC102A	CCDC102A	CCDC102A	coiled-coil domain containing 102A	0.22747709	
C2CD5	C2CD5	null	null	0.22742839	
DCTD	DCTD	DCTD	dCMP deaminase	0.22730774	
KLHDC4	KLHDC4	KLHDC4	kelch domain containing 4	0.22726205	
TRIM21	TRIM21	TRIM21	tripartite motif-containing 21	0.22726074	
ARRDC4	ARRDC4	ARRDC4	arrestin domain containing 4	0.22683617	
CCDC96	CCDC96	CCDC96	coiled-coil domain containing 96	0.22674452	
PLCG1	PLCG1	PLCG1	phospholipase C, gamma 1	0.22654615	
TACC3	TACC3	TACC3	transforming, acidic coiled-coil containing protein 3	0.22643818	
FBP1	FBP1	FBP1	fructose-1,6-bisphosphatase 1	0.226293	
PCMTD1	PCMTD1	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	0.22627048	
KLF12	KLF12	KLF12	Kruppel-like factor 12	0.22626826	
ENTHD2	ENTHD2	null	null	0.22604127	
PRPF39	PRPF39	PRPF39	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)	0.22595005	
C6orf226	C6orf226	null	null	0.22581705	
IDH2	IDH2	IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	0.22545399	
LSM6	LSM6	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)	0.22533488	
RP11-22B23.1	RP11-22B23.1	null	null	0.22521901	
